#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
          85     2.72615     2.91988  0.00860142
          86     2.71745     2.91753  0.00881761
          87     2.70856     2.91513   0.0090375
          88     2.69947     2.91268   0.0092611
          89     2.69019     2.91018  0.00948843
          90     2.68071     2.90763  0.00971951
          91     2.67104     2.90503  0.00995433
          92     2.66118     2.90238   0.0101929
          93     2.65111     2.89967   0.0104352
          94     2.64085     2.89692   0.0106813
          95      2.6304     2.89412   0.0109311
          96     2.61975     2.89126   0.0111846
          97     2.60891     2.88835   0.0114418
          98     2.59787     2.88538   0.0117027
          99     2.58664     2.88236   0.0119672
         100     2.57523     2.87929   0.0122353
         101     2.56363     2.87617    0.012507
         102     2.55184     2.87299   0.0127821
         103     2.53988     2.86975   0.0130608
         104     2.52773     2.86647   0.0133428
         105     2.51541     2.86312   0.0136282
         106     2.50292     2.85972   0.0139168
         107     2.49027     2.85627   0.0142086
         108     2.47745     2.85276   0.0145036
         109     2.46448      2.8492   0.0148015
         110     2.45135     2.84558   0.0151024
         111     2.43808     2.84191   0.0154061
         112     2.42467     2.83819   0.0157125
         113     2.41113     2.83441   0.0160215
         114     2.39746     2.83058    0.016333
         115     2.38368     2.82669   0.0166469
         116     2.36977     2.82275    0.016963
         117     2.35577     2.81876   0.0172812
         118     2.34166     2.81472   0.0176013
         119     2.32747     2.81062   0.0179233
         120     2.31319     2.80648    0.018247
         121     2.29884     2.80228   0.0185723
         122     2.28443     2.79804   0.0188989
         123     2.26995     2.79374   0.0192267
         124     2.25543      2.7894   0.0195556
         125     2.24086     2.78501   0.0198855
         126     2.22626     2.78058   0.0202161
         127     2.21164      2.7761   0.0205472
         128       2.197     2.77157   0.0208789
         129     2.18235     2.76701   0.0212108
         130     2.16771      2.7624   0.0215427
         131     2.15307     2.75775   0.0218747
         132     2.13846     2.75305   0.0222064
         133     2.12387     2.74832   0.0225377
         134     2.10931     2.74355   0.0228684
         135      2.0948     2.73875   0.0231985
         136     2.08033     2.73391   0.0235276
         137     2.06592     2.72903   0.0238558
         138     2.05158     2.72412   0.0241827
         139     2.03731     2.71918   0.0245083
         140     2.02312     2.71421   0.0248325
         141     2.00903     2.70921   0.0251549
         142     1.99502     2.70418   0.0254756
         143     1.98112     2.69912   0.0257944
         144     1.96733     2.69404   0.0261111
         145     1.95365     2.68893   0.0264256
         146     1.94009     2.68381   0.0267377
         147     1.92667     2.67866   0.0270473
         148     1.91338     2.67348   0.0273544
         149     1.90024      2.6683   0.0276587
         150     1.88724     2.66309   0.0279601
         151      1.8744     2.65786   0.0282586
         152     1.86172     2.65263    0.028554
         153     1.84921     2.64738   0.0288461
         154     1.83688     2.64211    0.029135
         155     1.82473     2.63684   0.0294204
         156     1.81276     2.63156   0.0297023
         157     1.80099     2.62627   0.0299805
         158     1.78942     2.62097    0.030255
         159     1.77805     2.61567   0.0305256
         160      1.7669     2.61036   0.0307923
         161     1.75596     2.60506    0.031055
         162     1.74524     2.59975   0.0313136
         163     1.73475     2.59444   0.0315679
         164      1.7245     2.58914    0.031818
         165     1.71449     2.58384   0.0320637
         166     1.70472     2.57854   0.0323049
         167      1.6952     2.57325   0.0325416
         168     1.68594     2.56797   0.0327738
         169     1.67694      2.5627   0.0330012
         170     1.66821     2.55744   0.0332239
         171     1.65975     2.55219   0.0334418
         172     1.65156     2.54695   0.0336548
         173     1.64365     2.54173   0.0338628
         174     1.63603     2.53652   0.0340659
         175     1.62869     2.53134    0.034264
         176     1.62164     2.52617    0.034457
         177     1.61489     2.52102   0.0346448
         178     1.60843     2.51589   0.0348274
         179     1.60227     2.51079   0.0350049
         180     1.59641     2.50571   0.0351771
         181     1.59086     2.50065    0.035344
         182     1.58561     2.49563   0.0355056
         183     1.58066     2.49063   0.0356619
         184     1.57602     2.48566   0.0358128
         185     1.57168     2.48072   0.0359583
         186     1.56765     2.47581   0.0360985
         187     1.56392     2.47093   0.0362334
         188     1.56049     2.46609   0.0363628
         189     1.55736     2.46128   0.0364869
         190     1.55452     2.45651   0.0366057
         191     1.55197     2.45177   0.0367191
         192      1.5497     2.44707   0.0368272
         193     1.54772     2.44241     0.03693
         194     1.54601     2.43779   0.0370276
         195     1.54457     2.43321     0.03712
         196     1.54339     2.42867   0.0372072
         197     1.54247     2.42417   0.0372892
         198     1.54179     2.41972   0.0373663
         199     1.54136      2.4153   0.0374383
         200     1.54115     2.41093   0.0375054
         201     1.54117      2.4066   0.0375676
         202     1.54139     2.40232    0.037625
         203     1.54182     2.39808   0.0376776
         204     1.54244     2.39389   0.0377257
         205     1.54325     2.38974   0.0377692
         206     1.54422     2.38563   0.0378082
         207     1.54536     2.38158   0.0378428
         208     1.54665     2.37756   0.0378732
         209     1.54807     2.37359   0.0378994
         210     1.54963     2.36967   0.0379214
         211      1.5513     2.36579   0.0379395
         212     1.55308     2.36196   0.0379538
         213     1.55496     2.35817   0.0379642
         214     1.55693     2.35442    0.037971
         215     1.55897     2.35072   0.0379742
         216     1.56108     2.34707   0.0379739
         217     1.56325     2.34346   0.0379704
         218     1.56546     2.33989   0.0379635
         219     1.56772     2.33636   0.0379536
         220        1.57     2.33288   0.0379406
         221     1.57231     2.32944   0.0379246
         222     1.57463     2.32604   0.0379059
         223     1.57696     2.32268   0.0378845
         224     1.57929     2.31936   0.0378604
         225     1.58161     2.31608   0.0378339
         226     1.58392     2.31284   0.0378049
         227     1.58621     2.30964   0.0377737
         228     1.58847     2.30648   0.0377402
         229     1.59071     2.30335   0.0377046
         230     1.59292     2.30026    0.037667
         231     1.59509     2.29721   0.0376274
         232     1.59722     2.29419    0.037586
         233     1.59931     2.29121   0.0375428
         234     1.60135     2.28826   0.0374979
         235     1.60334     2.28535   0.0374515
         236     1.60529     2.28247   0.0374035
         237     1.60718     2.27962    0.037354
         238     1.60902      2.2768   0.0373032
         239     1.61081     2.27401    0.037251
         240     1.61254     2.27126   0.0371977
         241     1.61421     2.26853   0.0371431
         242     1.61584     2.26583   0.0370874
         243     1.61741     2.26316   0.0370306
         244     1.61892     2.26052   0.0369729
         245     1.62038     2.25791   0.0369142
         246     1.62179     2.25532   0.0368546
         247     1.62315     2.25277   0.0367941
         248     1.62446     2.25023   0.0367329
         249     1.62572     2.24772   0.0366709
         250     1.62693     2.24524   0.0366082
         251      1.6281     2.24278   0.0365448
         252     1.62923     2.24035   0.0364808
         253     1.63031     2.23794   0.0364162
         254     1.63136     2.23555   0.0363511
         255     1.63237     2.23318   0.0362854
         256     1.63334     2.23084   0.0362192
         257     1.63428     2.22852   0.0361526
         258     1.63519     2.22622   0.0360855
         259     1.63606     2.22394   0.0360181
         260     1.63691     2.22168   0.0359502
         261     1.63774     2.21944   0.0358821
         262     1.63854     2.21723   0.0358135
         263     1.63932     2.21503   0.0357447
         264     1.64009     2.21285   0.0356756
         265     1.64083     2.21069   0.0356062
         266     1.64156     2.20855   0.0355366
         267     1.64228     2.20643   0.0354667
         268     1.64298     2.20433   0.0353966
         269     1.64367     2.20225   0.0353264
         270     1.64435     2.20018   0.0352559
         271     1.64502     2.19813   0.0351853
         272     1.64568      2.1961   0.0351145
         273     1.64634     2.19409   0.0350436
         274     1.64698     2.19209   0.0349725
         275     1.64763     2.19011   0.0349013
         276     1.64826     2.18815     0.03483
         277     1.64889      2.1862   0.0347587
         278     1.64952     2.18427   0.0346872
         279     1.65014     2.18236   0.0346157
         280     1.65076     2.18046   0.0345441
         281     1.65137     2.17857   0.0344724
         282     1.65197     2.17671   0.0344007
         283     1.65257     2.17485    0.034329
         284     1.65316     2.17302   0.0342572
         285     1.65375      2.1712   0.0341854
         286     1.65433     2.16939   0.0341136
         287      1.6549      2.1676   0.0340418
         288     1.65547     2.16582     0.03397
         289     1.65603     2.16405   0.0338983
         290     1.65658      2.1623   0.0338265
         291     1.65712     2.16057   0.0337548
         292     1.65765     2.15885   0.0336831
         293     1.65818     2.15714   0.0336115
         294     1.65869     2.15544   0.0335399
         295     1.65919     2.15376   0.0334683
         296     1.65968     2.15209   0.0333969
         297     1.66016     2.15043   0.0333255
         298     1.66062     2.14879   0.0332541
         299     1.66108     2.14716   0.0331829
         300     1.66152     2.14554   0.0331118
         301     1.66195     2.14393   0.0330407
         302     1.66236     2.14234   0.0329698
         303     1.66277     2.14076   0.0328989
         304     1.66316     2.13918   0.0328282
         305     1.66354     2.13763   0.0327576
         306     1.66391     2.13608   0.0326871
         307     1.66427     2.13454   0.0326167
         308     1.66462     2.13301   0.0325465
         309     1.66497      2.1315   0.0324764
         310      1.6653        2.13   0.0324064
         311     1.66563      2.1285   0.0323366
         312     1.66596     2.12702   0.0322669
         313     1.66628     2.12555   0.0321974
         314     1.66661     2.12409    0.032128
         315     1.66693     2.12264   0.0320588
         316     1.66725     2.12119   0.0319897
         317     1.66758     2.11976   0.0319208
         318     1.66791     2.11834    0.031852
         319     1.66825     2.11693   0.0317834
         320      1.6686     2.11553   0.0317149
         321     1.66896     2.11414   0.0316466
         322     1.66932     2.11276   0.0315785
         323      1.6697     2.11139   0.0315105
         324      1.6701     2.11002   0.0314427
         325     1.67051     2.10867    0.031375
         326     1.67094     2.10733   0.0313075
         327     1.67139       2.106   0.0312401
         328     1.67185     2.10467   0.0311729
         329     1.67234     2.10336   0.0311058
         330     1.67284     2.10205   0.0310389
         331     1.67336     2.10076   0.0309721
         332     1.67391     2.09947   0.0309055
         333     1.67447      2.0982    0.030839
         334     1.67505     2.09693   0.0307727
         335     1.67565     2.09567   0.0307066
         336     1.67626     2.09442   0.0306405
         337     1.67689     2.09318   0.0305746
         338     1.67754     2.09196   0.0305089
         339      1.6782     2.09073   0.0304433
         340     1.67886     2.08952   0.0303779
         341     1.67954     2.08832   0.0303126
         342     1.68022     2.08713   0.0302474
         343      1.6809     2.08594   0.0301824
         344     1.68159     2.08477   0.0301175
         345     1.68227      2.0836   0.0300528
         346     1.68294     2.08244   0.0299883
         347      1.6836     2.08129   0.0299239
         348     1.68426     2.08015   0.0298596
         349     1.68489     2.07902   0.0297955
         350     1.68551      2.0779   0.0297316
         351     1.68611     2.07678   0.0296679
         352     1.68668     2.07567   0.0296043
         353     1.68722     2.07457   0.0295408
         354     1.68773     2.07348   0.0294776
         355      1.6882     2.07239   0.0294145
         356     1.68864     2.07132   0.0293517
         357     1.68903     2.07024    0.029289
         358     1.68938     2.06918   0.0292265
         359     1.68969     2.06812   0.0291642
         360     1.68994     2.06707   0.0291021
         361     1.69015     2.06603   0.0290402
         362     1.69031     2.06499   0.0289785
         363     1.69041     2.06396    0.028917
         364     1.69045     2.06293   0.0288558
         365     1.69045     2.06191   0.0287948
         366     1.69038      2.0609    0.028734
         367     1.69026     2.05989   0.0286734
         368     1.69008     2.05888   0.0286131
         369     1.68984     2.05788   0.0285531
         370     1.68955     2.05689   0.0284932
         371      1.6892      2.0559   0.0284337
         372     1.68879     2.05491   0.0283744
         373     1.68833     2.05393   0.0283153
         374     1.68781     2.05295   0.0282565
         375     1.68725     2.05197    0.028198
         376     1.68663       2.051   0.0281397
         377     1.68597     2.05003   0.0280817
         378     1.68525     2.04907    0.028024
         379      1.6845     2.04811   0.0279666
         380      1.6837     2.04715   0.0279094
         381     1.68286     2.04619   0.0278525
         382     1.68198     2.04524   0.0277959
         383     1.68107     2.04429   0.0277396
         384     1.68013     2.04334   0.0276836
         385     1.67916     2.04239   0.0276278
         386     1.67816     2.04145   0.0275724
         387     1.67714     2.04051   0.0275172
         388      1.6761     2.03957   0.0274623
         389     1.67505     2.03863   0.0274077
         390     1.67398      2.0377   0.0273533
         391      1.6729     2.03676   0.0272993
         392     1.67181     2.03583   0.0272455
         393     1.67072      2.0349    0.027192
         394     1.66962     2.03398   0.0271388
         395     1.66853     2.03305   0.0270859
         396     1.66744     2.03213   0.0270332
         397     1.66635     2.03121   0.0269808
         398     1.66527     2.03029   0.0269287
         399     1.66421     2.02937   0.0268768
         400     1.66316     2.02845   0.0268252
         401     1.66212     2.02754   0.0267739
         402      1.6611     2.02663   0.0267228
         403     1.66011     2.02572   0.0266719
         404     1.65913     2.02481   0.0266214
         405     1.65818     2.02391    0.026571
         406     1.65725       2.023   0.0265209
         407     1.65636      2.0221    0.026471
         408      1.6555      2.0212   0.0264214
         409     1.65466     2.02031    0.026372
         410     1.65386     2.01941   0.0263228
         411      1.6531     2.01852   0.0262739
         412     1.65237     2.01763   0.0262251
         413     1.65168     2.01675   0.0261766
         414     1.65104     2.01586   0.0261282
         415     1.65043     2.01498   0.0260801
         416     1.64986     2.01411   0.0260322
         417     1.64933     2.01323   0.0259845
         418     1.64886     2.01236   0.0259369
         419     1.64842     2.01149   0.0258896
         420     1.64804     2.01063   0.0258424
         421      1.6477     2.00976   0.0257954
         422     1.64741      2.0089   0.0257485
         423     1.64717     2.00805   0.0257018
         424     1.64698      2.0072   0.0256553
         425     1.64685     2.00635    0.025609
         426     1.64677     2.00551   0.0255628
         427     1.64674     2.00467   0.0255167
         428     1.64678     2.00383   0.0254708
         429     1.64687       2.003    0.025425
         430     1.64702     2.00217   0.0253793
         431     1.64723     2.00135   0.0253338
         432     1.64751     2.00053   0.0252884
         433     1.64785     1.99971   0.0252431
         434     1.64826      1.9989   0.0251979
         435     1.64874      1.9981   0.0251529
         436     1.64928      1.9973   0.0251079
         437     1.64989      1.9965    0.025063
         438     1.65058     1.99571   0.0250182
         439     1.65134     1.99493   0.0249736
         440     1.65218     1.99415   0.0249289
         441     1.65309     1.99338   0.0248844
         442     1.65408     1.99261   0.0248399
         443     1.65515     1.99185   0.0247956
         444     1.65629     1.99109   0.0247512
         445     1.65752     1.99034   0.0247069
         446     1.65882      1.9896   0.0246627
         447     1.66021     1.98886   0.0246186
         448     1.66167     1.98813   0.0245744
         449     1.66322     1.98741   0.0245304
         450     1.66485     1.98669   0.0244863
         451     1.66656     1.98598   0.0244423
         452     1.66834     1.98528   0.0243983
         453      1.6702     1.98458   0.0243544
         454     1.67214     1.98389   0.0243105
         455     1.67416     1.98321   0.0242666
         456     1.67624     1.98254   0.0242227
         457     1.67839     1.98187   0.0241788
         458     1.68061     1.98122    0.024135
         459      1.6829     1.98057   0.0240911
         460     1.68525     1.97992   0.0240473
         461     1.68765     1.97929   0.0240035
         462     1.69011     1.97866   0.0239597
         463     1.69262     1.97805   0.0239159
         464     1.69518     1.97744   0.0238722
         465     1.69777     1.97684   0.0238284
         466     1.70041     1.97624   0.0237846
         467     1.70308     1.97566   0.0237409
         468     1.70578     1.97508   0.0236972
         469      1.7085     1.97451   0.0236535
         470     1.71124     1.97395   0.0236098
         471     1.71399      1.9734   0.0235661
         472     1.71675     1.97286   0.0235224
         473     1.71951     1.97232   0.0234788
         474     1.72227     1.97179   0.0234352
         475     1.72503     1.97127   0.0233916
         476     1.72777     1.97076   0.0233481
         477     1.73049     1.97026   0.0233046
         478      1.7332     1.96976   0.0232611
         479     1.73588     1.96927   0.0232176
         480     1.73853     1.96879   0.0231742
         481     1.74114     1.96832   0.0231309
         482     1.74372     1.96785   0.0230876
         483     1.74626      1.9674   0.0230444
         484     1.74875     1.96694   0.0230012
         485      1.7512      1.9665   0.0229581
         486     1.75359     1.96606    0.022915
         487     1.75593     1.96563    0.022872
         488     1.75821      1.9652   0.0228291
         489     1.76044     1.96479   0.0227862
         490      1.7626     1.96437   0.0227435
         491     1.76469     1.96397   0.0227008
         492     1.76672     1.96357   0.0226582
         493     1.76869     1.96317   0.0226157
         494     1.77058     1.96278   0.0225733
         495     1.77241      1.9624   0.0225309
         496     1.77417     1.96202   0.0224887
         497     1.77586     1.96164   0.0224466
         498     1.77748     1.96127   0.0224045
         499     1.77903     1.96091   0.0223626
         500     1.78051     1.96055   0.0223208
         501     1.78192     1.96019   0.0222791
         502     1.78326     1.95984   0.0222375
         503     1.78454     1.95949    0.022196
         504     1.78574     1.95914   0.0221547
         505     1.78688      1.9588   0.0221134
         506     1.78795     1.95847   0.0220723
         507     1.78896     1.95813   0.0220313
         508     1.78991      1.9578   0.0219904
         509     1.79079     1.95747   0.0219497
         510     1.79161     1.95715    0.021909
         511     1.79238     1.95682   0.0218685
         512     1.79308      1.9565   0.0218281
         513     1.79373     1.95619   0.0217879
         514     1.79432     1.95587   0.0217478
         515     1.79487     1.95556   0.0217078
         516     1.79536     1.95525    0.021668
         517      1.7958     1.95494   0.0216282
         518     1.79619     1.95463   0.0215887
         519     1.79654     1.95433   0.0215492
         520     1.79684     1.95403   0.0215099
         521      1.7971     1.95373   0.0214707
         522     1.79732     1.95343   0.0214317
         523      1.7975     1.95313   0.0213928
         524     1.79765     1.95283    0.021354
         525     1.79776     1.95254   0.0213154
         526     1.79783     1.95224   0.0212769
         527     1.79787     1.95195   0.0212385
         528     1.79788     1.95166   0.0212003
         529     1.79786     1.95137   0.0211622
         530     1.79781     1.95108   0.0211243
         531     1.79773     1.95079   0.0210865
         532     1.79763      1.9505   0.0210488
         533      1.7975     1.95021   0.0210113
         534     1.79735     1.94993   0.0209739
         535     1.79718     1.94964   0.0209366
         536     1.79699     1.94936   0.0208995
         537     1.79678     1.94907   0.0208625
         538     1.79654     1.94879   0.0208256
         539      1.7963     1.94851   0.0207889
         540     1.79603     1.94822   0.0207523
         541     1.79575     1.94794   0.0207159
         542     1.79545     1.94766   0.0206796
         543     1.79514     1.94738   0.0206434
         544     1.79482      1.9471   0.0206074
         545     1.79448     1.94682   0.0205715
         546     1.79413     1.94654   0.0205357
         547     1.79377     1.94626      0.0205
         548     1.79339     1.94598   0.0204645
         549     1.79301      1.9457   0.0204292
         550     1.79261     1.94542   0.0203939
         551      1.7922     1.94515   0.0203588
         552     1.79179     1.94487   0.0203238
         553     1.79136     1.94459   0.0202889
         554     1.79092     1.94431   0.0202542
         555     1.79048     1.94404   0.0202196
         556     1.79002     1.94376   0.0201852
         557     1.78955     1.94348   0.0201508
         558     1.78907     1.94321   0.0201166
         559     1.78858     1.94293   0.0200825
         560     1.78808     1.94265   0.0200486
         561     1.78757     1.94238   0.0200147
         562     1.78705      1.9421    0.019981
         563     1.78651     1.94182   0.0199474
         564     1.78596     1.94155    0.019914
         565      1.7854     1.94127   0.0198807
         566     1.78483     1.94099   0.0198475
         567     1.78424     1.94072   0.0198144
         568     1.78364     1.94044   0.0197814
         569     1.78303     1.94016   0.0197486
         570     1.78239     1.93989   0.0197159
         571     1.78175     1.93961   0.0196833
         572     1.78108     1.93933   0.0196508
         573      1.7804     1.93906   0.0196185
         574      1.7797     1.93878   0.0195863
         575     1.77898      1.9385   0.0195542
         576     1.77824     1.93822   0.0195222
         577     1.77748     1.93794   0.0194904
         578      1.7767     1.93766   0.0194587
         579      1.7759     1.93739   0.0194271
         580     1.77507     1.93711   0.0193956
         581     1.77422     1.93682   0.0193642
         582     1.77335     1.93654    0.019333
         583     1.77245     1.93626   0.0193019
         584     1.77153     1.93598   0.0192709
         585     1.77058      1.9357     0.01924
         586      1.7696     1.93541   0.0192093
         587      1.7686     1.93513   0.0191786
         588     1.76757     1.93485   0.0191481
         589     1.76651     1.93456   0.0191178
         590     1.76542     1.93427   0.0190875
         591     1.76431     1.93399   0.0190574
         592     1.76316      1.9337   0.0190274
         593     1.76198     1.93341   0.0189975
         594     1.76078     1.93312   0.0189677
         595     1.75954     1.93282   0.0189381
         596     1.75828     1.93253   0.0189086
         597     1.75699     1.93224   0.0188792
         598     1.75566     1.93194   0.0188499
         599     1.75431     1.93165   0.0188208
         600     1.75293     1.93135   0.0187918
         601     1.75152     1.93105   0.0187629
         602     1.75008     1.93075   0.0187341
         603     1.74861     1.93045   0.0187055
         604     1.74712     1.93014    0.018677
         605      1.7456     1.92984   0.0186486
         606     1.74406     1.92953   0.0186204
         607     1.74249     1.92922   0.0185922
         608      1.7409     1.92891   0.0185642
         609     1.73929      1.9286   0.0185364
         610     1.73765     1.92829   0.0185086
         611       1.736     1.92797    0.018481
         612     1.73433     1.92766   0.0184535
         613     1.73264     1.92734   0.0184262
         614     1.73093     1.92702   0.0183989
         615     1.72921      1.9267   0.0183718
         616     1.72748     1.92637   0.0183448
         617     1.72573     1.92605    0.018318
         618     1.72397     1.92572   0.0182913
         619      1.7222     1.92539   0.0182647
         620     1.72042     1.92506   0.0182382
         621     1.71863     1.92473   0.0182119
         622     1.71683      1.9244   0.0181857
         623     1.71503     1.92406   0.0181596
         624     1.71323     1.92372   0.0181336
         625     1.71142     1.92338   0.0181078
         626     1.70961     1.92304   0.0180821
         627     1.70779      1.9227   0.0180565
         628     1.70598     1.92235    0.018031
         629     1.70416     1.92201   0.0180057
         630     1.70234     1.92166   0.0179805
         631     1.70052     1.92131   0.0179554
         632     1.69871     1.92095   0.0179305
         633     1.69689      1.9206   0.0179056
         634     1.69507     1.92024   0.0178809
         635     1.69325     1.91989   0.0178563
         636     1.69144     1.91953   0.0178319
         637     1.68962     1.91917   0.0178075
         638     1.68781      1.9188   0.0177833
         639     1.68599     1.91844   0.0177592
         640     1.68418     1.91807   0.0177352
         641     1.68236     1.91771   0.0177114
         642     1.68054     1.91734   0.0176877
         643     1.67872     1.91697    0.017664
         644      1.6769     1.91659   0.0176405
         645     1.67508     1.91622   0.0176172
         646     1.67326     1.91584   0.0175939
         647     1.67143     1.91546   0.0175708
         648     1.66959     1.91509   0.0175477
         649     1.66776      1.9147   0.0175248
         650     1.66592     1.91432   0.0175021
         651     1.66407     1.91394   0.0174794
         652     1.66222     1.91355   0.0174569
         653     1.66037     1.91316   0.0174344
         654     1.65851     1.91277   0.0174121
         655     1.65664     1.91238   0.0173899
         656     1.65477     1.91199   0.0173678
         657      1.6529      1.9116   0.0173459
         658     1.65102      1.9112    0.017324
         659     1.64914      1.9108   0.0173023
         660     1.64725      1.9104   0.0172807
         661     1.64536        1.91   0.0172592
         662     1.64347      1.9096   0.0172378
         663     1.64158      1.9092   0.0172166
         664     1.63969     1.90879   0.0171954
         665      1.6378     1.90838   0.0171744
         666     1.63591     1.90797   0.0171535
         667     1.63402     1.90756   0.0171327
         668     1.63215     1.90715    0.017112
         669     1.63028     1.90674   0.0170914
         670     1.62841     1.90632    0.017071
         671     1.62657      1.9059   0.0170506
         672     1.62473     1.90549   0.0170304
         673     1.62291     1.90507   0.0170103
         674     1.62112     1.90464   0.0169902
         675     1.61934     1.90422   0.0169703
         676     1.61759      1.9038   0.0169505
         677     1.61586     1.90337   0.0169308
         678     1.61416     1.90295   0.0169112
         679      1.6125     1.90252   0.0168917
         680     1.61087     1.90209   0.0168723
         681     1.60927     1.90166    0.016853
         682     1.60772     1.90123   0.0168338
         683     1.60621      1.9008   0.0168147
         684     1.60474     1.90036   0.0167957
         685     1.60332     1.89993   0.0167768
         686     1.60196     1.89949   0.0167579
         687     1.60064     1.89906   0.0167392
         688     1.59938     1.89862   0.0167205
         689     1.59818     1.89819   0.0167019
         690     1.59704     1.89775   0.0166834
         691     1.59597     1.89732    0.016665
         692     1.59495     1.89688   0.0166467
         693     1.59401     1.89644   0.0166284
         694     1.59313       1.896   0.0166102
         695     1.59232     1.89557    0.016592
         696     1.59158     1.89513   0.0165739
         697     1.59092     1.89469   0.0165559
         698     1.59033     1.89426   0.0165379
         699     1.58982     1.89382     0.01652
         700     1.58938     1.89339   0.0165021
         701     1.58902     1.89295   0.0164843
         702     1.58873     1.89252   0.0164665
         703     1.58852     1.89209   0.0164487
         704     1.58839     1.89166    0.016431
         705     1.58834     1.89123   0.0164134
         706     1.58837      1.8908   0.0163957
         707     1.58847     1.89037   0.0163781
         708     1.58865     1.88994   0.0163605
         709     1.58891     1.88952   0.0163429
         710     1.58925      1.8891   0.0163254
         711     1.58966     1.88867   0.0163079
         712     1.59015     1.88826   0.0162903
         713     1.59071     1.88784   0.0162728
         714     1.59135     1.88742   0.0162553
         715     1.59206     1.88701   0.0162379
         716     1.59284      1.8866   0.0162204
         717     1.59369     1.88619   0.0162029
         718      1.5946     1.88578   0.0161854
         719     1.59558     1.88538   0.0161679
         720     1.59663     1.88498   0.0161505
         721     1.59774     1.88458    0.016133
         722     1.59891     1.88419   0.0161155
         723     1.60013     1.88379    0.016098
         724     1.60142      1.8834   0.0160805
         725     1.60275     1.88302   0.0160629
         726     1.60414     1.88263   0.0160454
         727     1.60558     1.88225   0.0160279
         728     1.60707     1.88187   0.0160103
         729      1.6086      1.8815   0.0159927
         730     1.61017     1.88113   0.0159751
         731     1.61178     1.88076   0.0159575
         732     1.61343     1.88039   0.0159399
         733     1.61511     1.88003   0.0159223
         734     1.61683     1.87967   0.0159046
         735     1.61857     1.87932    0.015887
         736     1.62034     1.87896   0.0158693
         737     1.62213     1.87862   0.0158516
